Time,Latitude (y),Longitude (x),NO2(t-1),NO2(t-2),NO2(t-3),NO2(t-4),NO2(t-5),NO2(t-6),NO2(t-7),NO2(t-8),NO2(t-9),NO2(t-10),NO2(t-11),NO2(t-12),NO2(t-13),NO2(t-14),NO2(t-15),NO2(t-16),NO2(t-17),NO2(t-18),NO2(t-22),NO2(t-27),NO2(t-28),NO2(t-29),Target_NO2(t)
2024-12-31,-7.023175017792986,112.7650311364311,1.16991805e-05,1.7120328e-05,2.0084327666666667e-05,2.304832733333333e-05,2.6012327e-05,2.314152933333333e-05,2.0270731666666667e-05,1.7399934e-05,1.7438122e-05,1.747631e-05,1.7514498e-05,1.7552686e-05,3.333884e-05,3.4956108800000004e-05,3.6573377600000005e-05,3.81906464e-05,3.98079152e-05,4.1425184e-05,3.5067922400000003e-05,2.71213454e-05,2.553203e-05,2.6195796153846157e-05,1.9380956125e-05
2025-01-01,-7.023175017792986,112.7650311364311,1.9380956125e-05,1.16991805e-05,1.7120328e-05,2.0084327666666667e-05,2.304832733333333e-05,2.6012327e-05,2.314152933333333e-05,2.0270731666666667e-05,1.7399934e-05,1.7438122e-05,1.747631e-05,1.7514498e-05,1.7552686e-05,3.333884e-05,3.4956108800000004e-05,3.6573377600000005e-05,3.81906464e-05,3.98079152e-05,3.66572378e-05,2.87106608e-05,2.71213454e-05,2.553203e-05,2.706273175e-05
2025-01-02,-7.023175017792986,112.7650311364311,2.706273175e-05,1.9380956125e-05,1.16991805e-05,1.7120328e-05,2.0084327666666667e-05,2.304832733333333e-05,2.6012327e-05,2.314152933333333e-05,2.0270731666666667e-05,1.7399934e-05,1.7438122e-05,1.747631e-05,1.7514498e-05,1.7552686e-05,3.333884e-05,3.4956108800000004e-05,3.6573377600000005e-05,3.81906464e-05,3.82465532e-05,3.02999762e-05,2.87106608e-05,2.71213454e-05,3.4744507375e-05
2025-01-03,-7.023175017792986,112.7650311364311,3.4744507375e-05,2.706273175e-05,1.9380956125e-05,1.16991805e-05,1.7120328e-05,2.0084327666666667e-05,2.304832733333333e-05,2.6012327e-05,2.314152933333333e-05,2.0270731666666667e-05,1.7399934e-05,1.7438122e-05,1.747631e-05,1.7514498e-05,1.7552686e-05,3.333884e-05,3.4956108800000004e-05,3.6573377600000005e-05,3.98358686e-05,3.18892916e-05,3.02999762e-05,2.87106608e-05,4.2426283e-05
2025-01-04,-7.023175017792986,112.7650311364311,4.2426283e-05,3.4744507375e-05,2.706273175e-05,1.9380956125e-05,1.16991805e-05,1.7120328e-05,2.0084327666666667e-05,2.304832733333333e-05,2.6012327e-05,2.314152933333333e-05,2.0270731666666667e-05,1.7399934e-05,1.7438122e-05,1.747631e-05,1.7514498e-05,1.7552686e-05,3.333884e-05,3.4956108800000004e-05,4.1425184e-05,3.3478607e-05,3.18892916e-05,3.02999762e-05,3.9485373666666665e-05
2025-01-05,-7.023175017792986,112.7650311364311,3.9485373666666665e-05,4.2426283e-05,3.4744507375e-05,2.706273175e-05,1.9380956125e-05,1.16991805e-05,1.7120328e-05,2.0084327666666667e-05,2.304832733333333e-05,2.6012327e-05,2.314152933333333e-05,2.0270731666666667e-05,1.7399934e-05,1.7438122e-05,1.747631e-05,1.7514498e-05,1.7552686e-05,3.333884e-05,3.98079152e-05,3.5067922400000003e-05,3.3478607e-05,3.18892916e-05,3.654446433333333e-05
2025-01-06,-7.023175017792986,112.7650311364311,3.654446433333333e-05,3.9485373666666665e-05,4.2426283e-05,3.4744507375e-05,2.706273175e-05,1.9380956125e-05,1.16991805e-05,1.7120328e-05,2.0084327666666667e-05,2.304832733333333e-05,2.6012327e-05,2.314152933333333e-05,2.0270731666666667e-05,1.7399934e-05,1.7438122e-05,1.747631e-05,1.7514498e-05,1.7552686e-05,3.81906464e-05,3.66572378e-05,3.5067922400000003e-05,3.3478607e-05,3.3603555e-05
2025-01-07,-7.023175017792986,112.7650311364311,3.3603555e-05,3.654446433333333e-05,3.9485373666666665e-05,4.2426283e-05,3.4744507375e-05,2.706273175e-05,1.9380956125e-05,1.16991805e-05,1.7120328e-05,2.0084327666666667e-05,2.304832733333333e-05,2.6012327e-05,2.314152933333333e-05,2.0270731666666667e-05,1.7399934e-05,1.7438122e-05,1.747631e-05,1.7514498e-05,3.6573377600000005e-05,3.82465532e-05,3.66572378e-05,3.5067922400000003e-05,1.7384446e-05
2025-01-08,-7.023175017792986,112.7650311364311,1.7384446e-05,3.3603555e-05,3.654446433333333e-05,3.9485373666666665e-05,4.2426283e-05,3.4744507375e-05,2.706273175e-05,1.9380956125e-05,1.16991805e-05,1.7120328e-05,2.0084327666666667e-05,2.304832733333333e-05,2.6012327e-05,2.314152933333333e-05,2.0270731666666667e-05,1.7399934e-05,1.7438122e-05,1.747631e-05,3.4956108800000004e-05,3.98358686e-05,3.82465532e-05,3.66572378e-05,2.2043628e-05
2025-01-09,-7.023175017792986,112.7650311364311,2.2043628e-05,1.7384446e-05,3.3603555e-05,3.654446433333333e-05,3.9485373666666665e-05,4.2426283e-05,3.4744507375e-05,2.706273175e-05,1.9380956125e-05,1.16991805e-05,1.7120328e-05,2.0084327666666667e-05,2.304832733333333e-05,2.6012327e-05,2.314152933333333e-05,2.0270731666666667e-05,1.7399934e-05,1.7438122e-05,3.333884e-05,4.1425184e-05,3.98358686e-05,3.82465532e-05,2.670281e-05
2025-01-10,-7.023175017792986,112.7650311364311,2.670281e-05,2.2043628e-05,1.7384446e-05,3.3603555e-05,3.654446433333333e-05,3.9485373666666665e-05,4.2426283e-05,3.4744507375e-05,2.706273175e-05,1.9380956125e-05,1.16991805e-05,1.7120328e-05,2.0084327666666667e-05,2.304832733333333e-05,2.6012327e-05,2.314152933333333e-05,2.0270731666666667e-05,1.7399934e-05,1.7552686e-05,3.98079152e-05,4.1425184e-05,3.98358686e-05,2.35860925e-05
2025-01-11,-7.023175017792986,112.7650311364311,2.35860925e-05,2.670281e-05,2.2043628e-05,1.7384446e-05,3.3603555e-05,3.654446433333333e-05,3.9485373666666665e-05,4.2426283e-05,3.4744507375e-05,2.706273175e-05,1.9380956125e-05,1.16991805e-05,1.7120328e-05,2.0084327666666667e-05,2.304832733333333e-05,2.6012327e-05,2.314152933333333e-05,2.0270731666666667e-05,1.7514498e-05,3.81906464e-05,3.98079152e-05,4.1425184e-05,2.0469375e-05
2025-01-12,-7.023175017792986,112.7650311364311,2.0469375e-05,2.35860925e-05,2.670281e-05,2.2043628e-05,1.7384446e-05,3.3603555e-05,3.654446433333333e-05,3.9485373666666665e-05,4.2426283e-05,3.4744507375e-05,2.706273175e-05,1.9380956125e-05,1.16991805e-05,1.7120328e-05,2.0084327666666667e-05,2.304832733333333e-05,2.6012327e-05,2.314152933333333e-05,1.747631e-05,3.6573377600000005e-05,3.81906464e-05,3.98079152e-05,2.1039333285714287e-05
2025-01-13,-7.023175017792986,112.7650311364311,2.1039333285714287e-05,2.0469375e-05,2.35860925e-05,2.670281e-05,2.2043628e-05,1.7384446e-05,3.3603555e-05,3.654446433333333e-05,3.9485373666666665e-05,4.2426283e-05,3.4744507375e-05,2.706273175e-05,1.9380956125e-05,1.16991805e-05,1.7120328e-05,2.0084327666666667e-05,2.304832733333333e-05,2.6012327e-05,1.7438122e-05,3.4956108800000004e-05,3.6573377600000005e-05,3.81906464e-05,2.160929157142857e-05
2025-01-14,-7.023175017792986,112.7650311364311,2.160929157142857e-05,2.1039333285714287e-05,2.0469375e-05,2.35860925e-05,2.670281e-05,2.2043628e-05,1.7384446e-05,3.3603555e-05,3.654446433333333e-05,3.9485373666666665e-05,4.2426283e-05,3.4744507375e-05,2.706273175e-05,1.9380956125e-05,1.16991805e-05,1.7120328e-05,2.0084327666666667e-05,2.304832733333333e-05,1.7399934e-05,3.333884e-05,3.4956108800000004e-05,3.6573377600000005e-05,2.2179249857142855e-05
2025-01-15,-7.023175017792986,112.7650311364311,2.2179249857142855e-05,2.160929157142857e-05,2.1039333285714287e-05,2.0469375e-05,2.35860925e-05,2.670281e-05,2.2043628e-05,1.7384446e-05,3.3603555e-05,3.654446433333333e-05,3.9485373666666665e-05,4.2426283e-05,3.4744507375e-05,2.706273175e-05,1.9380956125e-05,1.16991805e-05,1.7120328e-05,2.0084327666666667e-05,2.0270731666666667e-05,1.7552686e-05,3.333884e-05,3.4956108800000004e-05,2.2749208142857146e-05
2025-01-16,-7.023175017792986,112.7650311364311,2.2749208142857146e-05,2.2179249857142855e-05,2.160929157142857e-05,2.1039333285714287e-05,2.0469375e-05,2.35860925e-05,2.670281e-05,2.2043628e-05,1.7384446e-05,3.3603555e-05,3.654446433333333e-05,3.9485373666666665e-05,4.2426283e-05,3.4744507375e-05,2.706273175e-05,1.9380956125e-05,1.16991805e-05,1.7120328e-05,2.314152933333333e-05,1.7514498e-05,1.7552686e-05,3.333884e-05,2.331916642857143e-05
2025-01-17,-7.023175017792986,112.7650311364311,2.331916642857143e-05,2.2749208142857146e-05,2.2179249857142855e-05,2.160929157142857e-05,2.1039333285714287e-05,2.0469375e-05,2.35860925e-05,2.670281e-05,2.2043628e-05,1.7384446e-05,3.3603555e-05,3.654446433333333e-05,3.9485373666666665e-05,4.2426283e-05,3.4744507375e-05,2.706273175e-05,1.9380956125e-05,1.16991805e-05,2.6012327e-05,1.747631e-05,1.7514498e-05,1.7552686e-05,2.3889124714285717e-05
